Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'OBEROIRLTY.NS')","('High', 'OBEROIRLTY.NS')","('Low', 'OBEROIRLTY.NS')","('Open', 'OBEROIRLTY.NS')","('Volume', 'OBEROIRLTY.NS')","('Date', '')","('Close', 'OBEROIRLTY.NS')","('High', 'OBEROIRLTY.NS')","('Low', 'OBEROIRLTY.NS')","('Open', 'OBEROIRLTY.NS')","('Volume', 'OBEROIRLTY.NS')"
2020-01-01,537.2899780273438,545.5499877929688,584.0,507.0,530.6500244140625,6725867.0,,,,,,,,,,,,
2020-02-01,502.2290649414063,509.9500122070313,559.0,487.6000061035156,540.7000122070312,5472965.0,,,,,,,,,,,,
2020-03-01,326.7270812988281,331.75,524.7000122070312,323.6000061035156,512.2999877929688,9545815.0,,,,,,,,,,,,
2020-04-01,339.2840881347656,344.5,435.0,291.3999938964844,331.75,13158538.0,,,,,,,,,,,,
2020-05-01,314.9580383300781,319.79998779296875,357.0,290.0,344.5,8607653.0,,,,,,,,,,,,
2020-06-01,360.2615661621094,365.7999877929688,396.2000122070313,321.1000061035156,323.0,7873163.0,,,,,,,,,,,,
2020-07-01,344.602294921875,349.8999938964844,412.8999938964844,348.0,366.5,7133165.0,,,,,,,,,,,,
2020-08-01,383.9967041015625,389.8999938964844,440.0,330.8500061035156,345.6000061035156,11772125.0,,,,,,,,,,,,
2020-09-01,388.2316284179688,394.2000122070313,443.0,366.5499877929688,380.5,10449103.0,,,,,,,,,,,,
2020-10-01,436.4404602050781,443.1499938964844,498.5499877929688,370.0499877929688,396.0,16282610.0,,,,,,,,,,,,
2020-11-01,456.3838806152344,463.3999938964844,472.6000061035156,425.0,445.3999938964844,11187837.0,,,,,,,,,,,,
2020-12-01,574.5670776367188,583.4000244140625,596.2000122070312,463.6000061035156,465.0,13626245.0,,,,,,,,,,,,
2021-01-01,518.9716186523438,526.9500122070312,628.0,510.0,584.0,10652078.0,,,,,,,,,,,,
2021-02-01,537.3391723632812,545.5999755859375,599.0,527.0499877929688,531.0999755859375,8577535.0,,,,,,,,,,,,
2021-03-01,566.4419555664062,575.1500244140625,609.0,527.0,547.1500244140625,10888147.0,,,,,,,,,,,,
2021-04-01,538.9642944335938,547.25,603.0,515.0999755859375,571.3499755859375,4807242.0,,,,,,,,,,,,
2021-05-01,596.283203125,605.4500122070312,633.75,522.2999877929688,543.0999755859375,13290163.0,,,,,,,,,,,,
2021-06-01,620.1660766601562,629.7000122070312,681.0,586.0499877929688,614.0,16598849.0,,,,,,,,,,,,
2021-07-01,662.2194213867188,672.4000244140625,729.0,625.5499877929688,628.5499877929688,13763292.0,,,,,,,,,,,,
2021-08-01,692.9471435546875,703.5999755859375,755.0,643.4500122070312,680.0,12126745.0,,,,,,,,,,,,
2021-09-01,949.6015014648438,964.2000122070312,982.9500122070312,705.5499877929688,717.5999755859375,56384835.0,,,,,,,,,,,,
2021-10-01,891.59326171875,905.2999877929688,1007.7000122070312,848.5999755859375,960.0,41922446.0,,,,,,,,,,,,
2021-11-01,820.1416625976562,832.75,1051.9000244140625,800.0,936.0,36134851.0,,,,,,,,,,,,
2021-12-01,848.7518310546875,861.7999877929688,914.1500244140624,770.0,835.1500244140625,19217986.0,,,,,,,,,,,,
2022-01-01,901.9342041015624,915.7999877929688,997.8499755859376,855.0499877929688,862.0,26008307.0,,,,,,,,,,,,
2022-02-01,893.4645385742188,907.2000122070312,998.9000244140624,841.5,927.4500122070312,20374873.0,,,,,,,,,,,,
2022-03-01,925.6201782226562,939.8499755859376,961.7000122070312,786.0,907.2000122070312,19250571.0,,,,,,,,,,,,
2022-04-01,945.7113037109376,960.25,1021.5,912.0,948.0,16396086.0,,,,,,,,,,,,
2022-05-01,793.5504760742188,805.75,962.0,730.0,944.5,17819424.0,,,,,,,,,,,,
2022-06-01,726.481689453125,737.6500244140625,826.7999877929688,725.9500122070312,813.7999877929688,15149391.0,,,,,,,,,,,,
2022-07-01,896.3697509765625,910.1500244140624,920.75,731.3499755859375,734.3499755859375,16837392.0,,,,,,,,,,,,
2022-08-01,995.4147338867188,1006.8499755859376,1017.9500122070312,878.2000122070312,916.9000244140624,14195721.0,,,,,,,,,,,,
2022-09-01,907.3760986328124,917.7999877929688,1088.949951171875,878.2999877929688,990.0,19496648.0,,,,,,,,,,,,
2022-10-01,914.1483764648438,924.6500244140624,959.5499877929688,831.2999877929688,924.0,16092216.0,,,,,,,,,,,,
2022-11-01,913.4069213867188,923.9000244140624,946.0,852.25,927.5,12271825.0,,,,,,,,,,,,
2022-12-01,858.0922241210938,867.9500122070312,976.9000244140624,802.4000244140625,930.5,11760500.0,,,,,,,,,,,,
2023-01-01,811.6260986328125,820.9500122070312,885.3499755859375,790.0999755859375,867.0999755859375,8446016.0,,,,,,,,,,,,
2023-02-01,847.662109375,857.4000244140625,894.0,806.5,823.9000244140625,12857805.0,,,,,,,,,,,,
