Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'KAJARIACER.NS')","('High', 'KAJARIACER.NS')","('Low', 'KAJARIACER.NS')","('Open', 'KAJARIACER.NS')","('Volume', 'KAJARIACER.NS')","('Date', '')","('Close', 'KAJARIACER.NS')","('High', 'KAJARIACER.NS')","('Low', 'KAJARIACER.NS')","('Open', 'KAJARIACER.NS')","('Volume', 'KAJARIACER.NS')"
2020-01-01,553.4208984375,580.4500122070312,590.0,520.4000244140625,527.5,5028515.0,,,,,,,,,,,,
2020-02-01,500.0285339355469,524.4500122070312,595.9500122070312,517.0999755859375,584.0,3575772.0,,,,,,,,,,,,
2020-03-01,360.3835144042969,375.8500061035156,554.0,332.29998779296875,524.4500122070312,4451705.0,,,,,,,,,,,,
2020-04-01,359.2328796386719,374.6499938964844,414.0,338.70001220703125,378.6499938964844,7689480.0,,,,,,,,,,,,
2020-05-01,327.92645263671875,342.0,374.6499938964844,295.54998779296875,374.6499938964844,9268173.0,,,,,,,,,,,,
2020-06-01,376.25244140625,392.3999938964844,416.0,343.04998779296875,354.0,10754863.0,,,,,,,,,,,,
2020-07-01,388.7174682617188,405.3999938964844,436.0,384.7999877929688,392.5,8071834.0,,,,,,,,,,,,
2020-08-01,418.2021179199219,436.1499938964844,489.6000061035156,397.1000061035156,404.0,7421774.0,,,,,,,,,,,,
2020-09-01,530.7230834960938,553.5,569.6500244140625,425.1000061035156,438.0,9111229.0,,,,,,,,,,,,
2020-10-01,545.96875,569.4000244140625,587.9000244140625,523.0,560.0,11393471.0,,,,,,,,,,,,
2020-11-01,621.2384643554688,647.9000244140625,649.75,553.5499877929688,567.0,7492371.0,,,,,,,,,,,,
2020-12-01,674.6463012695312,703.5999755859375,714.5499877929688,648.2000122070312,650.0,8574370.0,,,,,,,,,,,,
2021-01-01,790.762939453125,824.7000122070312,857.8499755859375,691.7000122070312,706.0,11905977.0,,,,,,,,,,,,
2021-02-01,908.0782470703124,947.0499877929688,997.0,805.5499877929688,833.2000122070312,8430041.0,,,,,,,,,,,,
2021-03-01,899.5833740234375,926.9000244140624,1020.0,860.0999755859375,947.0499877929688,6482683.0,,,,,,,,,,,,
2021-04-01,886.0445556640625,912.9500122070312,990.0,851.0499877929688,931.7999877929688,4688984.0,,,,,,,,,,,,
2021-05-01,937.2883911132812,965.75,972.0,859.9000244140625,912.0,4018421.0,,,,,,,,,,,,
2021-06-01,951.0699462890624,979.9500122070312,1054.9000244140625,933.0,970.0,5575320.0,,,,,,,,,,,,
2021-07-01,964.948486328125,994.25,1009.9000244140624,960.0,984.3499755859376,3291152.0,,,,,,,,,,,,
2021-08-01,1140.565673828125,1175.199951171875,1219.9000244140625,960.0,1005.0,9823896.0,,,,,,,,,,,,
2021-09-01,1161.72314453125,1197.0,1270.0,1116.0999755859375,1185.800048828125,6579865.0,,,,,,,,,,,,
2021-10-01,1185.258544921875,1221.25,1355.0,1171.0999755859375,1192.8499755859375,9127709.0,,,,,,,,,,,,
2021-11-01,1107.470703125,1141.0999755859375,1245.0,1045.8499755859375,1234.0,5127136.0,,,,,,,,,,,,
2021-12-01,1260.1865234375,1289.949951171875,1299.0,1095.5999755859375,1133.1500244140625,4429946.0,,,,,,,,,,,,
2022-01-01,1306.6883544921875,1337.550048828125,1374.9000244140625,1175.0999755859375,1295.0,5928331.0,,,,,,,,,,,,
2022-02-01,1056.3021240234375,1081.25,1351.949951171875,1075.0999755859375,1351.5,3039775.0,,,,,,,,,,,,
2022-03-01,995.7813110351562,1019.2999877929688,1097.1500244140625,885.2999877929688,1081.25,8836155.0,,,,,,,,,,,,
2022-04-01,1009.6537475585938,1033.5,1075.0,993.0999755859376,1004.0,2625908.0,,,,,,,,,,,,
2022-05-01,1009.0186767578124,1032.8499755859375,1091.949951171875,918.0499877929688,1020.0999755859376,4497191.0,,,,,,,,,,,,
2022-06-01,925.83349609375,947.7000122070312,1059.300048828125,898.0,1030.050048828125,3390161.0,,,,,,,,,,,,
2022-07-01,1148.91455078125,1176.050048828125,1181.0,937.2000122070312,947.7000122070312,6084057.0,,,,,,,,,,,,
2022-08-01,1138.070556640625,1164.949951171875,1214.0,1110.0,1187.949951171875,3535143.0,,,,,,,,,,,,
2022-09-01,1172.702880859375,1200.4000244140625,1282.6500244140625,1107.0,1168.0,4663066.0,,,,,,,,,,,,
2022-10-01,1058.9989013671875,1081.25,1205.550048828125,1044.5,1185.0,2428204.0,,,,,,,,,,,,
2022-11-01,1127.607421875,1151.300048828125,1194.9000244140625,1009.7000122070312,1099.0,4651244.0,,,,,,,,,,,,
2022-12-01,1136.32421875,1160.199951171875,1212.0,1062.550048828125,1143.3499755859375,2485508.0,,,,,,,,,,,,
2023-01-01,1032.79931640625,1054.5,1199.050048828125,1021.0,1162.25,3088277.0,,,,,,,,,,,,
2023-02-01,1052.53466796875,1074.6500244140625,1125.0,1041.050048828125,1065.0,2584218.0,,,,,,,,,,,,
2023-03-01,1038.266357421875,1054.300048828125,1091.5,1006.5,1070.0,3809075.0,,,,,,,,,,,,
2023-04-01,1078.150390625,1094.800048828125,1139.6500244140625,1046.199951171875,1059.5999755859375,3239058.0,,,,,,,,,,,,
2023-05-01,1258.268798828125,1277.699951171875,1304.25,1084.4000244140625,1094.800048828125,6424597.0,,,,,,,,,,,,
2023-06-01,1238.474609375,1257.5999755859375,1325.0,1219.0,1275.0,3459791.0,,,,,,,,,,,,
2023-07-01,1415.737060546875,1437.5999755859375,1490.0,1224.949951171875,1270.0,7252596.0,,,,,,,,,,,,
2023-08-01,1448.3829345703125,1470.75,1523.800048828125,1412.5,1445.0,5260284.0,,,,,,,,,,,,
2023-09-01,1301.9935302734375,1322.0999755859375,1495.0,1300.0,1470.0,3097237.0,,,,,,,,,,,,
2023-10-01,1244.71923828125,1261.3499755859375,1382.4000244140625,1168.0,1322.0999755859375,3414408.0,,,,,,,,,,,,
2023-11-01,1320.358642578125,1338.0,1340.1500244140625,1236.3499755859375,1267.699951171875,2662671.0,,,,,,,,,,,,
2023-12-01,1290.6240234375,1301.699951171875,1442.0,1296.0,1349.75,3743028.0,,,,,,,,,,,,
