Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'MAHLIFE.NS')","('High', 'MAHLIFE.NS')","('Low', 'MAHLIFE.NS')","('Open', 'MAHLIFE.NS')","('Volume', 'MAHLIFE.NS')","('Date', '')","('Close', 'MAHLIFE.NS')","('High', 'MAHLIFE.NS')","('Low', 'MAHLIFE.NS')","('Open', 'MAHLIFE.NS')","('Volume', 'MAHLIFE.NS')"
2020-01-01,138.04917907714844,139.96665954589844,141.6666717529297,130.0,134.0833282470703,6305370.0,,,,,,,,,,,,
2020-02-01,117.17250061035156,118.8000030517578,143.0,118.33333587646484,141.3333282470703,3358776.0,,,,,,,,,,,,
2020-03-01,63.25473785400391,64.13333129882812,122.38333129882812,60.66666412353516,121.31666564941406,3563586.0,,,,,,,,,,,,
2020-04-01,61.11775588989258,61.96666717529297,69.66666412353516,59.11666488647461,62.93333435058594,1910526.0,,,,,,,,,,,,
2020-05-01,58.84926223754883,59.66666412353516,63.33333206176758,57.20000076293945,61.96666717529297,1499556.0,,,,,,,,,,,,
2020-06-01,69.69856262207031,70.66666412353516,81.33333587646484,60.0,60.66666412353516,7526970.0,,,,,,,,,,,,
2020-07-01,69.23828887939453,70.19999694824219,75.18333435058594,66.11666870117188,71.53333282470703,3344646.0,,,,,,,,,,,,
2020-08-01,89.14512634277344,90.38333129882812,97.33333587646484,68.66666412353516,70.55000305175781,6337242.0,,,,,,,,,,,,
2020-09-01,77.17801666259766,78.25,94.0,72.66666412353516,94.0,6673161.0,,,,,,,,,,,,
2020-10-01,89.99991607666016,91.25,93.33333587646484,74.33333587646484,78.6500015258789,2492718.0,,,,,,,,,,,,
2020-11-01,95.12867736816406,96.4499969482422,98.33333587646484,87.11666870117188,93.33333587646484,2892561.0,,,,,,,,,,,,
2020-12-01,119.9012680053711,121.56666564941406,124.6500015258789,96.51666259765624,96.93333435058594,5477706.0,,,,,,,,,,,,
2021-01-01,128.94235229492188,130.73333740234375,134.81666564941406,119.88333129882812,122.18333435058594,4715355.0,,,,,,,,,,,,
2021-02-01,169.24917602539062,171.60000610351562,176.1666717529297,129.0,131.39999389648438,5787435.0,,,,,,,,,,,,
2021-03-01,187.1833953857422,189.7833404541016,191.3333282470703,163.6666717529297,172.46665954589844,3168693.0,,,,,,,,,,,,
2021-04-01,164.33409118652344,166.61666870117188,193.0833282470703,153.61666870117188,189.0,3349920.0,,,,,,,,,,,,
2021-05-01,171.73135375976562,174.11666870117188,185.4499969482422,154.01666259765625,166.3333282470703,2912910.0,,,,,,,,,,,,
2021-06-01,198.8052978515625,201.5666656494141,222.0,171.35000610351562,172.3333282470703,6056220.0,,,,,,,,,,,,
2021-07-01,250.7340087890625,254.21665954589844,265.5,195.0,203.0,11789094.0,,,,,,,,,,,,
2021-08-01,250.07647705078125,253.5500030517578,274.1333312988281,243.8333282470703,256.6666564941406,5038221.0,,,,,,,,,,,,
2021-09-01,272.4161682128906,276.20001220703125,295.0,254.6666717529297,259.3333435058594,8752635.0,,,,,,,,,,,,
2021-10-01,271.4299011230469,275.20001220703125,298.79998779296875,255.0,273.04998779296875,5088740.0,,,,,,,,,,,,
2021-11-01,252.887451171875,256.3999938964844,290.0,223.5500030517578,275.0,1855900.0,,,,,,,,,,,,
2021-12-01,239.2765045166016,242.6000061035156,263.79998779296875,218.5,259.0,4129159.0,,,,,,,,,,,,
2022-01-01,247.1669158935547,250.6000061035156,274.5,237.9499969482422,244.25,3462578.0,,,,,,,,,,,,
2022-02-01,292.0435791015625,296.1000061035156,347.8999938964844,248.8000030517578,248.8000030517578,10448533.0,,,,,,,,,,,,
2022-03-01,389.7859497070313,395.2000122070313,410.0,275.04998779296875,296.1000061035156,5065732.0,,,,,,,,,,,,
2022-04-01,373.2160949707031,378.3999938964844,398.75,349.3999938964844,398.75,4813372.0,,,,,,,,,,,,
2022-05-01,367.6928405761719,372.7999877929688,418.3500061035156,309.04998779296875,380.0,7513788.0,,,,,,,,,,,,
2022-06-01,402.21331787109375,407.7999877929688,435.5,366.5,372.7999877929688,5831738.0,,,,,,,,,,,,
2022-07-01,394.7174682617188,400.2000122070313,457.6000061035156,395.0499877929688,403.7000122070313,4614615.0,,,,,,,,,,,,
2022-08-01,514.1434326171875,518.8499755859375,533.0,397.25,399.0,10044765.0,,,,,,,,,,,,
2022-09-01,467.7184143066406,472.0,550.75,438.6499938964844,520.0,6685643.0,,,,,,,,,,,,
2022-10-01,397.6597595214844,401.2999877929688,483.0,385.7000122070313,471.4500122070313,3596852.0,,,,,,,,,,,,
2022-11-01,383.9353942871094,387.4500122070313,415.0,359.1000061035156,401.0,3565143.0,,,,,,,,,,,,
2022-12-01,360.5494689941406,363.8500061035156,395.25,354.6499938964844,394.0,2740066.0,,,,,,,,,,,,
2023-01-01,344.2982177734375,347.45001220703125,377.5,340.1000061035156,363.8500061035156,4942735.0,,,,,,,,,,,,
2023-02-01,368.9723815917969,372.3500061035156,405.0,344.0,349.20001220703125,7752422.0,,,,,,,,,,,,
2023-03-01,348.9060363769531,352.1000061035156,378.9500122070313,316.0,375.0,2894099.0,,,,,,,,,,,,
2023-04-01,368.724609375,372.1000061035156,384.9500122070313,350.0,352.1000061035156,3086511.0,,,,,,,,,,,,
2023-05-01,446.1657104492188,450.25,452.7999877929688,364.25,372.1000061035156,8620661.0,,,,,,,,,,,,
2023-06-01,461.3764953613281,465.6000061035156,476.2000122070313,437.0499877929688,450.0,4373422.0,,,,,,,,,,,,
2023-07-01,512.5084228515625,517.2000122070312,525.0,465.1000061035156,469.75,3635980.0,,,,,,,,,,,,
2023-08-01,565.0074462890625,567.5,588.0,491.0499877929688,520.0,7808154.0,,,,,,,,,,,,
2023-09-01,547.6340942382812,550.0499877929688,598.9500122070312,523.5499877929688,568.0,5664879.0,,,,,,,,,,,,
2023-10-01,488.6941223144531,490.8500061035156,559.3499755859375,490.0,550.0499877929688,4867487.0,,,,,,,,,,,,
2023-11-01,525.9298706054688,528.25,544.0,475.0,493.6000061035156,3241140.0,,,,,,,,,,,,
2023-12-01,541.0631103515625,543.4500122070312,555.0,511.2999877929688,532.9500122070312,6322346.0,,,,,,,,,,,,
2024-01-01,558.784912109375,561.25,587.5999755859375,540.0999755859375,547.4500122070312,6269638.0,,,,,,,,,,,,
2024-02-01,575.8097534179688,578.3499755859375,632.7999877929688,553.2000122070312,561.25,10072842.0,,,,,,,,,,,,
2024-03-01,584.322265625,586.9000244140625,603.5999755859375,515.1500244140625,583.0999755859375,8217405.0,,,,,,,,,,,,
2024-04-01,634.4511108398438,637.25,678.7999877929688,589.7999877929688,593.9000244140625,14159408.0,,,,,,,,,,,,
2024-05-01,574.7146606445312,577.25,643.4500122070312,562.0499877929688,637.25,5741009.0,,,,,,,,,,,,
2024-06-01,594.0294799804688,596.6500244140625,646.5,515.5999755859375,585.5,6230251.0,,,,,,,,,,,,
2024-07-01,602.3925170898438,605.0499877929688,647.0,582.5,598.0,8250739.0,,,,,,,,,,,,
2024-08-01,568.7999877929688,568.7999877929688,616.0,547.0,606.9500122070312,4559170.0,,,,,,,,,,,,
2024-09-01,535.8499755859375,535.8499755859375,579.0,528.0,571.9500122070312,6090154.0,,,,,,,,,,,,
2024-10-01,494.9500122070313,494.9500122070313,540.9500122070312,474.0499877929688,536.0499877929688,5629701.0,,,,,,,,,,,,
2024-11-01,494.8999938964844,494.8999938964844,530.2999877929688,453.1000061035156,499.75,3881962.0,,,,,,,,,,,,
2024-12-01,463.5,463.5,517.0,452.1000061035156,495.6000061035156,3084373.0,,,,,,,,,,,,
2025-01-01,400.1000061035156,400.1000061035156,473.5499877929688,392.25,460.0,2606063.0,,,,,,,,,,,,
