Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BANKBARODA.NS')","('High', 'BANKBARODA.NS')","('Low', 'BANKBARODA.NS')","('Open', 'BANKBARODA.NS')","('Volume', 'BANKBARODA.NS')","('Date', '')","('Close', 'BANKBARODA.NS')","('High', 'BANKBARODA.NS')","('Low', 'BANKBARODA.NS')","('Open', 'BANKBARODA.NS')","('Volume', 'BANKBARODA.NS')"
2023-03-01,159.50946044921875,168.85000610351562,176.39999389648438,155.60000610351562,157.89999389648438,523194899.0,,,,,,,,,,,,
2023-04-01,177.3639373779297,187.75,188.5,165.10000610351562,169.10000610351562,343144534.0,,,,,,,,,,,,
2023-05-01,174.76605224609375,185.0,190.0,172.8000030517578,187.75,439089435.0,,,,,,,,,,,,
2023-06-01,179.82009887695312,190.3500061035156,198.5500030517578,182.6499938964844,185.0,306838632.0,,,,,,,,,,,,
2023-07-01,196.70877075195312,202.1999969482422,210.8000030517578,190.0,191.6000061035156,427318082.0,,,,,,,,,,,,
2023-08-01,182.0674743652344,187.1499938964844,202.8999938964844,185.75,202.8000030517578,401814696.0,,,,,,,,,,,,
2023-09-01,208.13966369628903,213.9499969482422,219.6499938964844,186.3000030517578,187.1499938964844,428457215.0,,,,,,,,,,,,
2023-10-01,190.8717041015625,196.1999969482422,218.1999969482422,187.8500061035156,213.9499969482422,345089958.0,,,,,,,,,,,,
2023-11-01,191.74728393554688,197.1000061035156,204.25,190.6499938964844,196.3999938964844,325349699.0,,,,,,,,,,,,
2023-12-01,224.8239288330078,231.1000061035156,235.9499969482422,198.3500061035156,198.5,425884399.0,,,,,,,,,,,,
2024-01-01,240.87582397460932,247.6000061035156,250.0,219.4499969482422,232.4499969482422,447170616.0,,,,,,,,,,,,
2024-02-01,258.2410583496094,265.45001220703125,280.75,242.6499938964844,250.0,517261278.0,,,,,,,,,,,,
2024-03-01,256.8790588378906,264.04998779296875,285.6000061035156,243.8000030517578,266.5,261386608.0,,,,,,,,,,,,
2024-04-01,273.8551940917969,281.5,284.79998779296875,251.1000061035156,266.0,293212876.0,,,,,,,,,,,,
2024-05-01,257.7059936523437,264.8999938964844,283.8999938964844,248.3500061035156,281.5,425495103.0,,,,,,,,,,,,
2024-06-01,267.9208374023437,275.3999938964844,299.70001220703125,236.4499969482422,277.0,523554642.0,,,,,,,,,,,,
2024-07-01,253.6499938964844,253.6499938964844,276.29998779296875,243.8500061035156,275.25,376764388.0,,,,,,,,,,,,
2024-08-01,250.1000061035156,250.1000061035156,258.45001220703125,231.25,258.1000061035156,331554638.0,,,,,,,,,,,,
2024-09-01,247.8000030517578,247.8000030517578,255.9499969482422,231.0,251.0,276941736.0,,,,,,,,,,,,
2024-10-01,250.9600067138672,250.9600067138672,256.3900146484375,229.259994506836,250.0,317082641.0,,,,,,,,,,,,
2024-11-01,246.3999938964844,246.3999938964844,266.3999938964844,219.8500061035156,252.1000061035156,252709483.0,,,,,,,,,,,,
2024-12-01,240.5500030517578,240.5500030517578,266.95001220703125,237.7700042724609,246.0,226394727.0,,,,,,,,,,,,
2025-01-01,228.3800048828125,228.3800048828125,245.1000061035156,216.3500061035156,240.0,169510911.0,,,,,,,,,,,,
