Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BANKBARODA.NS')","('High', 'BANKBARODA.NS')","('Low', 'BANKBARODA.NS')","('Open', 'BANKBARODA.NS')","('Volume', 'BANKBARODA.NS')","('Date', '')","('Close', 'BANKBARODA.NS')","('High', 'BANKBARODA.NS')","('Low', 'BANKBARODA.NS')","('Open', 'BANKBARODA.NS')","('Volume', 'BANKBARODA.NS')"
2020-01-01,85.01216125488281,92.6999969482422,104.8499984741211,92.0,102.25,484577783.0,,,,,,,,,,,,
2020-02-01,69.97225952148438,76.30000305175781,93.25,73.30000305175781,92.6999969482422,392191545.0,,,,,,,,,,,,
2020-03-01,49.10897064208984,53.54999923706055,78.3499984741211,46.5,77.5,606343867.0,,,,,,,,,,,,
2020-04-01,45.119728088378906,49.20000076293945,54.34999847412109,46.09999847412109,54.0,440399080.0,,,,,,,,,,,,
2020-05-01,35.719783782958984,38.95000076293945,49.20000076293945,36.0,49.20000076293945,645994339.0,,,,,,,,,,,,
2020-06-01,44.569480895996094,48.59999847412109,54.79999923706055,39.400001525878906,39.70000076293945,1275555504.0,,,,,,,,,,,,
2020-07-01,42.91876220703125,46.79999923706055,54.09999847412109,45.45000076293945,48.650001525878906,778537892.0,,,,,,,,,,,,
2020-08-01,44.89045715332031,48.95000076293945,53.95000076293945,45.650001525878906,46.45000076293945,763908562.0,,,,,,,,,,,,
2020-09-01,37.64562225341797,41.04999923706055,49.79999923706055,39.5,49.5,509913892.0,,,,,,,,,,,,
2020-10-01,38.24171829223633,41.70000076293945,45.54999923706055,39.900001525878906,41.34999847412109,583781128.0,,,,,,,,,,,,
2020-11-01,47.0914192199707,51.34999847412109,52.5,41.84999847412109,42.09999847412109,741854234.0,,,,,,,,,,,,
2020-12-01,56.35380554199219,61.45000076293945,68.25,51.150001525878906,51.54999923706055,1230737451.0,,,,,,,,,,,,
2021-01-01,62.40645599365234,68.05000305175781,80.80000305175781,61.59999847412109,61.79999923706055,1189133596.0,,,,,,,,,,,,
2021-02-01,78.31757354736328,85.4000015258789,99.8499984741211,67.69999694824219,68.94999694824219,1663473094.0,,,,,,,,,,,,
2021-03-01,67.95470428466797,74.0999984741211,87.80000305175781,68.0,85.4000015258789,1192240649.0,,,,,,,,,,,,
2021-04-01,61.21426010131836,66.75,77.4000015258789,61.75,74.80000305175781,872650563.0,,,,,,,,,,,,
2021-05-01,74.0073471069336,80.69999694824219,84.5999984741211,64.3499984741211,65.94999694824219,1561351818.0,,,,,,,,,,,,
2021-06-01,78.77610778808594,85.9000015258789,88.9000015258789,77.05000305175781,81.05000305175781,1237939777.0,,,,,,,,,,,,
2021-07-01,73.64053344726562,80.30000305175781,87.19999694824219,76.9000015258789,86.3499984741211,636565622.0,,,,,,,,,,,,
2021-08-01,70.93517303466797,77.3499984741211,85.4000015258789,72.5,80.94999694824219,683227637.0,,,,,,,,,,,,
2021-09-01,74.97027587890625,81.75,86.6500015258789,76.69999694824219,77.19999694824219,605790165.0,,,,,,,,,,,,
2021-10-01,89.41409301757812,97.5,103.75,80.0,81.44999694824219,1424963555.0,,,,,,,,,,,,
2021-11-01,78.6385498046875,85.75,108.0,85.05000305175781,98.4000015258789,872677346.0,,,,,,,,,,,,
2021-12-01,75.1536865234375,81.94999694824219,95.3000030517578,77.05000305175781,86.5999984741211,574938833.0,,,,,,,,,,,,
2022-01-01,98.63062286376952,107.5500030517578,108.4000015258789,81.5999984741211,81.5999984741211,787309095.0,,,,,,,,,,,,
2022-02-01,97.71354675292967,106.5500030517578,118.8000030517578,99.0500030517578,108.5999984741211,1209496399.0,,,,,,,,,,,,
2022-03-01,102.34474182128906,111.5999984741211,114.9499969482422,91.0,106.5500030517578,968886508.0,,,,,,,,,,,,
2022-04-01,103.53693389892578,112.9000015258789,122.6999969482422,109.0500030517578,111.5999984741211,499885277.0,,,,,,,,,,,,
2022-05-01,91.93602752685548,100.25,115.25,92.5500030517578,111.4000015258789,509199827.0,,,,,,,,,,,,
2022-06-01,89.32238006591797,97.4000015258789,105.8499984741211,89.8499984741211,101.0,501330099.0,,,,,,,,,,,,
2022-07-01,109.81920623779295,116.25,119.8499984741211,95.5999984741211,97.5999984741211,576151578.0,,,,,,,,,,,,
2022-08-01,123.61156463623048,130.85000610351562,131.3000030517578,113.3499984741211,117.5,601281906.0,,,,,,,,,,,,
2022-09-01,125.0758056640625,132.39999389648438,143.4499969482422,124.0,129.5500030517578,535480388.0,,,,,,,,,,,,
2022-10-01,139.52943420410156,147.6999969482422,151.60000610351562,126.9000015258789,131.89999389648438,427900913.0,,,,,,,,,,,,
2022-11-01,157.0532684326172,166.25,172.6999969482422,143.60000610351562,148.39999389648438,670583276.0,,,,,,,,,,,,
2022-12-01,175.4273223876953,185.6999969482422,197.1999969482422,166.5,167.5,752648858.0,,,,,,,,,,,,
2023-01-01,158.5647735595703,167.85000610351562,189.8999938964844,153.0,186.6000061035156,478588377.0,,,,,,,,,,,,
2023-02-01,150.20433044433594,159.0,173.85000610351562,146.5,169.5,776834751.0,,,,,,,,,,,,
