Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'CERA.NS')","('High', 'CERA.NS')","('Low', 'CERA.NS')","('Open', 'CERA.NS')","('Volume', 'CERA.NS')","('Date', '')","('Close', 'CERA.NS')","('High', 'CERA.NS')","('Low', 'CERA.NS')","('Open', 'CERA.NS')","('Volume', 'CERA.NS')"
2022-03-01,4890.6923828125,4972.4501953125,5009.0,4185.0,4324.39990234375,313498.0,,,,,,,,,,,,
2022-04-01,4102.3212890625,4170.89990234375,4992.2998046875,4070.699951171875,4973.2998046875,555194.0,,,,,,,,,,,,
2022-05-01,4131.33642578125,4200.39990234375,4335.0,3515.0,4182.2998046875,566510.0,,,,,,,,,,,,
2022-06-01,4064.798583984375,4132.75,4319.35009765625,3950.0,4221.4501953125,287413.0,,,,,,,,,,,,
2022-07-01,4666.49951171875,4727.2001953125,4768.4501953125,3989.949951171875,4141.7001953125,351541.0,,,,,,,,,,,,
2022-08-01,4925.03662109375,4989.10009765625,5047.7001953125,4622.10009765625,4670.0,301261.0,,,,,,,,,,,,
2022-09-01,5365.06298828125,5434.85009765625,5955.0,4853.2001953125,4989.10009765625,580432.0,,,,,,,,,,,,
2022-10-01,5503.7587890625,5575.35009765625,5670.60009765625,5240.0,5434.85009765625,185850.0,,,,,,,,,,,,
2022-11-01,5284.3623046875,5353.10009765625,6076.60009765625,5150.0498046875,5572.0,869404.0,,,,,,,,,,,,
2022-12-01,5140.4345703125,5207.2998046875,5499.89990234375,4963.39990234375,5419.85009765625,505245.0,,,,,,,,,,,,
2023-01-01,5199.466796875,5267.10009765625,5523.9501953125,5175.75,5207.2998046875,156887.0,,,,,,,,,,,,
2023-02-01,6429.46728515625,6513.10009765625,6788.0,5260.0,5260.0,830854.0,,,,,,,,,,,,
2023-03-01,6320.830078125,6403.0498046875,6630.0,5882.64990234375,6559.7001953125,608138.0,,,,,,,,,,,,
2023-04-01,6161.1572265625,6241.2998046875,6600.0,6030.0,6435.10009765625,262851.0,,,,,,,,,,,,
2023-05-01,7424.671875,7521.25,7847.5,6241.2998046875,6241.2998046875,796447.0,,,,,,,,,,,,
2023-06-01,7562.5283203125,7660.89990234375,8196.0,7521.9501953125,7540.0,513502.0,,,,,,,,,,,,
2023-07-01,7521.95751953125,7571.64990234375,7948.89990234375,6984.0,7765.0,594255.0,,,,,,,,,,,,
2023-08-01,9444.8046875,9507.2001953125,9641.9501953125,7515.5498046875,7623.9501953125,596705.0,,,,,,,,,,,,
2023-09-01,8465.17578125,8521.099609375,9740.0,8410.0,9520.0,393795.0,,,,,,,,,,,,
2023-10-01,8427.6240234375,8483.2998046875,9252.0,7976.0,8521.099609375,386241.0,,,,,,,,,,,,
2023-11-01,8530.693359375,8587.0498046875,8988.400390625,8005.35009765625,8527.900390625,349585.0,,,,,,,,,,,,
2023-12-01,7795.79833984375,7847.2998046875,8743.4501953125,7830.0,8597.0,265920.0,,,,,,,,,,,,
2024-01-01,8199.53125,8253.7001953125,8340.349609375,7670.0,7871.25,491724.0,,,,,,,,,,,,
2024-02-01,7529.75634765625,7579.5,8318.5,7330.0,8278.0,402869.0,,,,,,,,,,,,
2024-03-01,6737.98681640625,6782.5,7715.0,6591.2001953125,7579.5,444708.0,,,,,,,,,,,,
2024-04-01,7143.70654296875,7190.89990234375,7825.0,6800.0,6816.14990234375,418069.0,,,,,,,,,,,,
2024-05-01,6960.7158203125,7006.7001953125,7301.0,6703.0,7190.89990234375,389610.0,,,,,,,,,,,,
2024-06-01,8626.2626953125,8683.25,9450.0,6780.0498046875,7099.0,998609.0,,,,,,,,,,,,
2024-07-01,8933.150390625,8933.150390625,9650.0,8630.4501953125,8800.0,608237.0,,,,,,,,,,,,
2024-08-01,9216.599609375,9216.599609375,10789.9501953125,8760.0,8999.900390625,1225516.0,,,,,,,,,,,,
2024-09-01,8090.2998046875,8090.2998046875,9401.2001953125,8037.5,9245.0,487759.0,,,,,,,,,,,,
2024-10-01,7183.85009765625,7183.85009765625,8272.7998046875,6874.75,8050.5498046875,318484.0,,,,,,,,,,,,
2024-11-01,7413.0498046875,7413.0498046875,7440.0,6750.0,7380.0,328248.0,,,,,,,,,,,,
2024-12-01,7587.0,7587.0,8014.9501953125,7140.0,7489.0,399977.0,,,,,,,,,,,,
2025-01-01,6716.5,6716.5,7703.39990234375,6574.0,7687.0,182890.0,,,,,,,,,,,,
