Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HCLTECH.NS')","('High', 'HCLTECH.NS')","('Low', 'HCLTECH.NS')","('Open', 'HCLTECH.NS')","('Volume', 'HCLTECH.NS')","('Date', '')","('Close', 'HCLTECH.NS')","('High', 'HCLTECH.NS')","('Low', 'HCLTECH.NS')","('Open', 'HCLTECH.NS')","('Volume', 'HCLTECH.NS')"
2020-01-01,496.5091247558594,591.4000244140625,618.0,566.8499755859375,569.4000244140625,82436445.0,,,,,,,,,,,,
2020-02-01,450.1159057617188,534.3499755859375,623.5,531.2000122070312,591.4000244140625,77224350.0,,,,,,,,,,,,
2020-03-01,367.6065673828125,436.3999938964844,581.9000244140625,375.25,541.0499877929688,147447828.0,,,,,,,,,,,,
2020-04-01,457.86566162109375,543.5499877929688,565.5,399.2999877929688,433.0,99923846.0,,,,,,,,,,,,
2020-05-01,463.5094909667969,550.25,555.0,502.3999938964844,543.5499877929688,116101219.0,,,,,,,,,,,,
2020-06-01,469.0689392089844,556.8499755859375,593.5,545.0,557.0,99695601.0,,,,,,,,,,,,
2020-07-01,594.033447265625,705.2000122070312,716.7000122070312,551.0,557.9500122070312,183494744.0,,,,,,,,,,,,
2020-08-01,586.74072265625,694.4000244140625,729.0,677.0499877929688,709.0999755859375,113042930.0,,,,,,,,,,,,
2020-09-01,685.7701416015625,811.5999755859375,849.9000244140625,682.4000244140625,695.0,260183731.0,,,,,,,,,,,,
2020-10-01,713.3919067382812,841.9500122070312,910.7000122070312,811.2000122070312,819.9000244140625,250070698.0,,,,,,,,,,,,
2020-11-01,699.7862548828125,822.0999755859375,872.7999877929688,800.25,841.9500122070312,142344221.0,,,,,,,,,,,,
2020-12-01,805.3800048828125,946.1500244140624,950.0,815.0999755859375,824.0,148837755.0,,,,,,,,,,,,
2021-01-01,778.0133056640625,914.0,1067.0,909.5,942.0,171344732.0,,,,,,,,,,,,
2021-02-01,777.2515869140625,909.4500122070312,986.5,896.3499755859375,919.0,114727464.0,,,,,,,,,,,,
2021-03-01,839.8112182617188,982.6500244140624,1023.9000244140624,915.6500244140624,916.0,125617230.0,,,,,,,,,,,,
2021-04-01,768.27783203125,898.9500122070312,1054.800048828125,895.4000244140625,992.0,136310652.0,,,,,,,,,,,,
2021-05-01,816.64501953125,945.2000122070312,956.9000244140624,891.0,898.75,101418966.0,,,,,,,,,,,,
2021-06-01,849.73583984375,983.5,1010.0,934.75,948.0,78197185.0,,,,,,,,,,,,
2021-07-01,885.5482788085938,1024.949951171875,1052.5,960.2999877929688,987.0,97813475.0,,,,,,,,,,,,
2021-08-01,1027.6617431640625,1182.300048828125,1193.4000244140625,1023.0499877929688,1034.0,110947561.0,,,,,,,,,,,,
2021-09-01,1112.19189453125,1279.550048828125,1377.75,1154.0,1190.0,102243331.0,,,,,,,,,,,,
2021-10-01,994.15380859375,1143.75,1338.0,1138.0,1274.0,129507986.0,,,,,,,,,,,,
2021-11-01,997.81396484375,1138.6500244140625,1195.0999755859375,1090.0,1143.5,69192855.0,,,,,,,,,,,,
2021-12-01,1155.9443359375,1319.0999755859375,1329.449951171875,1131.4000244140625,1146.0,81520396.0,,,,,,,,,,,,
2022-01-01,963.4186401367188,1099.4000244140625,1359.4000244140625,1070.199951171875,1316.3499755859375,114605654.0,,,,,,,,,,,,
2022-02-01,995.865478515625,1126.949951171875,1191.9000244140625,1092.0,1116.699951171875,70486051.0,,,,,,,,,,,,
2022-03-01,1028.3851318359375,1163.75,1215.0,1109.0,1126.949951171875,76099708.0,,,,,,,,,,,,
2022-04-01,953.7139892578124,1079.25,1203.0,1058.75,1161.0,67601995.0,,,,,,,,,,,,
2022-05-01,935.054443359375,1040.75,1097.3499755859375,963.0,1073.0,67363761.0,,,,,,,,,,,,
2022-06-01,874.4096069335938,973.25,1069.6500244140625,944.0499877929688,1040.75,56518058.0,,,,,,,,,,,,
2022-07-01,852.0831909179688,948.4000244140624,1002.6500244140624,877.3499755859375,964.5,86380131.0,,,,,,,,,,,,
2022-08-01,853.0682983398438,938.9500122070312,987.0499877929688,900.0999755859375,954.0,62362817.0,,,,,,,,,,,,
2022-09-01,847.0718994140625,932.3499755859376,963.5,882.0,917.2999877929688,66305386.0,,,,,,,,,,,,
2022-10-01,945.9205322265624,1041.1500244140625,1052.5,916.0,932.3499755859376,61103867.0,,,,,,,,,,,,
2022-11-01,1028.4764404296875,1120.800048828125,1138.75,1033.0999755859375,1049.0,53547858.0,,,,,,,,,,,,
2022-12-01,953.6898193359376,1039.300048828125,1150.6500244140625,1011.5,1130.0,65346908.0,,,,,,,,,,,,
2023-01-01,1029.7608642578125,1122.199951171875,1143.699951171875,1025.25,1039.0999755859375,76099222.0,,,,,,,,,,,,
2023-02-01,997.7824096679688,1077.5999755859375,1156.6500244140625,1068.0999755859375,1137.0,62400856.0,,,,,,,,,,,,
2023-03-01,1004.8657836914062,1085.25,1148.0,1039.3499755859375,1077.3499755859375,55487820.0,,,,,,,,,,,,
2023-04-01,985.2822875976562,1064.0999755859375,1113.0,1016.25,1089.949951171875,53565715.0,,,,,,,,,,,,
2023-05-01,1078.40283203125,1145.0999755859375,1153.3499755859375,1048.300048828125,1064.0999755859375,44399585.0,,,,,,,,,,,,
2023-06-01,1118.757080078125,1187.949951171875,1194.0,1105.949951171875,1148.0,38002166.0,,,,,,,,,,,,
2023-07-01,1051.6571044921875,1116.699951171875,1202.5999755859375,1087.050048828125,1190.0,69218168.0,,,,,,,,,,,,
2023-08-01,1113.4012451171875,1172.1500244140625,1195.0,1111.9000244140625,1120.0,55044604.0,,,,,,,,,,,,
2023-09-01,1172.9111328125,1234.800048828125,1311.300048828125,1171.0999755859375,1173.0,47092480.0,,,,,,,,,,,,
2023-10-01,1212.046142578125,1276.0,1281.5,1208.550048828125,1234.800048828125,50627101.0,,,,,,,,,,,,
2023-11-01,1285.8687744140625,1340.9000244140625,1346.800048828125,1250.6500244140625,1280.0,38484762.0,,,,,,,,,,,,
2023-12-01,1405.930419921875,1466.0999755859375,1509.9000244140625,1308.300048828125,1346.0,57232393.0,,,,,,,,,,,,
2024-01-01,1511.320068359375,1576.0,1619.5999755859375,1417.1500244140625,1460.0,70190024.0,,,,,,,,,,,,
2024-02-01,1607.8734130859375,1663.8499755859375,1697.3499755859375,1551.449951171875,1576.0,55785788.0,,,,,,,,,,,,
2024-03-01,1491.62060546875,1543.550048828125,1683.0,1508.199951171875,1675.449951171875,55895460.0,,,,,,,,,,,,
2024-04-01,1320.6236572265625,1366.5999755859375,1569.0,1362.449951171875,1549.0,73128508.0,,,,,,,,,,,,
2024-05-01,1279.553466796875,1324.0999755859375,1377.9000244140625,1301.6500244140625,1366.5999755859375,86966587.0,,,,,,,,,,,,
2024-06-01,1429.4305419921875,1459.5999755859375,1481.949951171875,1235.0,1350.550048828125,77044491.0,,,,,,,,,,,,
2024-07-01,1608.64794921875,1642.5999755859375,1645.0,1455.0,1465.0,81494962.0,,,,,,,,,,,,
2024-08-01,1730.1756591796875,1753.25,1766.300048828125,1537.0,1640.050048828125,53856944.0,,,,,,,,,,,,
2024-09-01,1772.461669921875,1796.0999755859375,1828.550048828125,1721.4000244140625,1764.199951171875,56169482.0,,,,,,,,,,,,
2024-10-01,1742.8072509765625,1766.050048828125,1888.5,1743.0,1790.0,58621678.0,,,,,,,,,,,,
2024-11-01,1835.6763916015625,1848.050048828125,1919.949951171875,1745.0,1777.0,45986282.0,,,,,,,,,,,,
2024-12-01,1904.56201171875,1917.4000244140625,1980.0,1835.449951171875,1848.050048828125,51686284.0,,,,,,,,,,,,
2025-01-01,1815.4625244140625,1827.699951171875,2012.199951171875,1750.050048828125,1917.4000244140625,64487654.0,,,,,,,,,,,,
