Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'VGUARD.NS')","('High', 'VGUARD.NS')","('Low', 'VGUARD.NS')","('Open', 'VGUARD.NS')","('Volume', 'VGUARD.NS')","('Date', '')","('Close', 'VGUARD.NS')","('High', 'VGUARD.NS')","('Low', 'VGUARD.NS')","('Open', 'VGUARD.NS')","('Volume', 'VGUARD.NS')"
2022-05-01,231.2774353027344,234.3000030517578,237.1000061035156,195.1499938964844,210.0,12054741.0,,,,,,,,,,,,
2022-06-01,222.29481506347656,225.1999969482422,239.3999938964844,204.0,233.9499969482422,5861835.0,,,,,,,,,,,,
2022-07-01,223.28192138671875,226.1999969482422,238.8999938964844,217.1000061035156,224.1999969482422,5930883.0,,,,,,,,,,,,
2022-08-01,225.52354431152344,227.1499938964844,253.3999938964844,224.9499969482422,229.6999969482422,7028466.0,,,,,,,,,,,,
2022-09-01,241.1111602783203,242.8500061035156,254.9499969482422,225.1999969482422,228.0,9250331.0,,,,,,,,,,,,
2022-10-01,254.1669921875,256.0,261.75,238.3000030517578,242.0,7900830.0,,,,,,,,,,,,
2022-11-01,251.0891876220703,252.8999938964844,268.70001220703125,248.6999969482422,256.0,6844073.0,,,,,,,,,,,,
2022-12-01,259.5283203125,261.3999938964844,274.8999938964844,248.0,254.1499938964844,8878345.0,,,,,,,,,,,,
2023-01-01,244.9832305908203,246.75,268.0,241.3000030517578,262.8999938964844,2577158.0,,,,,,,,,,,,
2023-02-01,244.1889495849609,245.9499969482422,258.79998779296875,229.0500030517578,246.9499969482422,4512532.0,,,,,,,,,,,,
2023-03-01,248.2595977783203,250.0500030517578,260.0,237.5,247.1999969482422,1713352.0,,,,,,,,,,,,
2023-04-01,252.9755859375,254.8000030517578,264.45001220703125,250.0,251.3999938964844,1602261.0,,,,,,,,,,,,
2023-05-01,249.2524261474609,251.0500030517578,256.29998779296875,239.0,254.8000030517578,3116467.0,,,,,,,,,,,,
2023-06-01,280.47723388671875,282.5,290.8500061035156,249.5,252.3999938964844,8588097.0,,,,,,,,,,,,
2023-07-01,281.6190185546875,283.6499938964844,296.95001220703125,277.29998779296875,284.0,6173606.0,,,,,,,,,,,,
2023-08-01,312.0992126464844,314.3500061035156,335.0,276.25,283.6499938964844,17403043.0,,,,,,,,,,,,
2023-09-01,306.3797302246094,307.29998779296875,322.79998779296875,300.6499938964844,318.79998779296875,5134393.0,,,,,,,,,,,,
2023-10-01,298.70281982421875,299.6000061035156,313.5,281.0,307.29998779296875,6692017.0,,,,,,,,,,,,
2023-11-01,300.6968078613281,301.6000061035156,304.3999938964844,283.1000061035156,297.0,4212940.0,,,,,,,,,,,,
2023-12-01,291.4745178222656,292.3500061035156,306.0,283.3500061035156,301.6499938964844,6599586.0,,,,,,,,,,,,
2024-01-01,291.5243530273437,292.3999938964844,297.8500061035156,285.79998779296875,293.29998779296875,5080497.0,,,,,,,,,,,,
2024-02-01,323.9768981933594,324.95001220703125,344.3999938964844,291.04998779296875,293.04998779296875,23704641.0,,,,,,,,,,,,
2024-03-01,330.35772705078125,331.3500061035156,352.0,303.1000061035156,326.25,9347004.0,,,,,,,,,,,,
2024-04-01,341.97283935546875,343.0,353.79998779296875,331.0,331.3999938964844,6909921.0,,,,,,,,,,,,
2024-05-01,369.290771484375,370.3999938964844,393.75,337.5,343.0,21365839.0,,,,,,,,,,,,
2024-06-01,429.80902099609375,431.1000061035156,440.0,345.0,380.0,16056616.0,,,,,,,,,,,,
2024-07-01,458.3233642578125,459.7000122070313,527.5499877929688,431.0,433.0499877929688,11888239.0,,,,,,,,,,,,
2024-08-01,458.5499877929688,458.5499877929688,577.4500122070312,441.5499877929688,463.3999938964844,27022529.0,,,,,,,,,,,,
2024-09-01,447.25,447.25,477.0,439.1499938964844,458.5499877929688,8114845.0,,,,,,,,,,,,
2024-10-01,434.7000122070313,434.7000122070313,453.7999877929688,405.8999938964844,447.25,8986901.0,,,,,,,,,,,,
2024-11-01,416.9500122070313,416.9500122070313,454.5499877929688,394.1000061035156,434.7000122070313,5468435.0,,,,,,,,,,,,
2024-12-01,422.5,422.5,449.5,408.3999938964844,414.5,6692975.0,,,,,,,,,,,,
2025-01-01,380.0499877929688,380.0499877929688,450.0,365.5,426.5,6917575.0,,,,,,,,,,,,
