Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'VOLTAS.NS')","('High', 'VOLTAS.NS')","('Low', 'VOLTAS.NS')","('Open', 'VOLTAS.NS')","('Volume', 'VOLTAS.NS')","('Date', '')","('Close', 'VOLTAS.NS')","('High', 'VOLTAS.NS')","('Low', 'VOLTAS.NS')","('Open', 'VOLTAS.NS')","('Volume', 'VOLTAS.NS')"
2020-01-01,676.3206787109375,694.2000122070312,730.9500122070312,646.2999877929688,659.2999877929688,23709744.0,,,,,,,,,,,,
2020-02-01,661.2686157226562,678.75,741.0,655.75,693.7999877929688,32588139.0,,,,,,,,,,,,
2020-03-01,464.6173400878906,476.8999938964844,697.0,448.75,685.4000244140625,33678360.0,,,,,,,,,,,,
2020-04-01,492.38330078125,505.3999938964844,545.5999755859375,460.5,472.5499877929688,41795982.0,,,,,,,,,,,,
2020-05-01,467.78363037109375,480.1499938964844,505.3999938964844,427.4500122070313,505.3999938964844,66360406.0,,,,,,,,,,,,
2020-06-01,532.3760986328125,546.4500122070312,587.5,506.0,506.0,67908332.0,,,,,,,,,,,,
2020-07-01,582.9880981445312,598.4000244140625,611.4500122070312,529.5999755859375,547.9000244140625,51770090.0,,,,,,,,,,,,
2020-08-01,618.40185546875,634.75,682.0,585.5999755859375,596.0,53050299.0,,,,,,,,,,,,
2020-09-01,667.1966552734375,680.3499755859375,713.5,625.5999755859375,642.3499755859375,44522163.0,,,,,,,,,,,,
2020-10-01,691.9094848632812,705.5499877929688,721.5,656.3499755859375,688.0,46279078.0,,,,,,,,,,,,
2020-11-01,791.0059204101562,806.5999755859375,820.7999877929688,696.0999755859375,707.5,52786977.0,,,,,,,,,,,,
2020-12-01,809.6876220703125,825.6500244140625,844.9500122070312,768.4000244140625,812.1500244140625,32730708.0,,,,,,,,,,,,
2021-01-01,890.5435791015625,908.0999755859376,995.5999755859376,820.0499877929688,827.0,44637336.0,,,,,,,,,,,,
2021-02-01,998.4660034179688,1018.1500244140624,1132.0,903.0999755859376,906.0499877929688,56924185.0,,,,,,,,,,,,
2021-03-01,982.5792236328124,1001.9500122070312,1091.9000244140625,953.6500244140624,1023.2000122070312,39197530.0,,,,,,,,,,,,
2021-04-01,938.6453857421876,957.1500244140624,1026.800048828125,918.0,1012.0,31850111.0,,,,,,,,,,,,
2021-05-01,987.8258056640624,1007.2999877929688,1033.9000244140625,935.6500244140624,952.0999755859376,43489991.0,,,,,,,,,,,,
2021-06-01,1002.6828002929688,1022.4500122070312,1125.0,984.3499755859376,1010.3499755859376,34482801.0,,,,,,,,,,,,
2021-07-01,1038.72216796875,1059.199951171875,1065.0,997.2000122070312,1024.0,17912553.0,,,,,,,,,,,,
2021-08-01,976.5971069335938,995.8499755859376,1079.8499755859375,955.0,1068.9000244140625,28186444.0,,,,,,,,,,,,
2021-09-01,1200.5146484375,1218.050048828125,1265.0,1004.0,1009.0,43980005.0,,,,,,,,,,,,
2021-10-01,1187.208984375,1204.550048828125,1356.9000244140625,1143.199951171875,1217.75,24131139.0,,,,,,,,,,,,
2021-11-01,1183.710205078125,1201.0,1282.0,1131.25,1201.0,15773245.0,,,,,,,,,,,,
2021-12-01,1201.598876953125,1219.1500244140625,1272.0,1146.0,1202.0,13298883.0,,,,,,,,,,,,
2022-01-01,1166.264892578125,1183.300048828125,1317.300048828125,1149.550048828125,1225.0,18485980.0,,,,,,,,,,,,
2022-02-01,1244.9654541015625,1263.1500244140625,1269.0,1138.0,1195.0,20387981.0,,,,,,,,,,,,
2022-03-01,1227.470947265625,1245.4000244140625,1340.0,1100.0,1263.1500244140625,31502384.0,,,,,,,,,,,,
2022-04-01,1243.388427734375,1261.550048828125,1347.6500244140625,1222.699951171875,1245.0,21579044.0,,,,,,,,,,,,
2022-05-01,1003.3939208984376,1018.0499877929688,1266.5999755859375,922.5499877929688,1250.0,37843792.0,,,,,,,,,,,,
2022-06-01,958.4011840820312,972.4000244140624,1058.949951171875,933.5999755859376,1008.5999755859376,20149552.0,,,,,,,,,,,,
2022-07-01,995.8109741210938,1004.75,1064.949951171875,932.5,949.7999877929688,23994895.0,,,,,,,,,,,,
2022-08-01,992.2925415039062,1001.2000122070312,1051.300048828125,958.4500122070312,1009.9500122070312,25625362.0,,,,,,,,,,,,
2022-09-01,898.3855590820312,906.4500122070312,999.9000244140624,868.0,992.0,28818126.0,,,,,,,,,,,,
2022-10-01,868.4046630859375,876.2000122070312,936.0,857.3499755859375,909.0,18053927.0,,,,,,,,,,,,
2022-11-01,812.2091064453125,819.5,928.0,803.5999755859375,880.5999755859375,32855695.0,,,,,,,,,,,,
2022-12-01,792.73388671875,799.8499755859375,862.4000244140625,770.0,822.2000122070312,19303946.0,,,,,,,,,,,,
2023-01-01,795.509033203125,802.6500244140625,834.0,737.2000122070312,799.9000244140625,22305085.0,,,,,,,,,,,,
2023-02-01,884.0640869140625,892.0,927.4000244140624,784.0,803.5,38099681.0,,,,,,,,,,,,
2023-03-01,810.97021484375,818.25,934.0,805.5,898.9500122070312,24619102.0,,,,,,,,,,,,
2023-04-01,791.9410400390625,799.0499877929688,869.9000244140625,762.75,823.4500122070312,25889980.0,,,,,,,,,,,,
2023-05-01,814.0426025390625,821.3499755859375,831.0,785.8499755859375,799.0499877929688,20715769.0,,,,,,,,,,,,
2023-06-01,752.9906616210938,759.75,831.9500122070312,747.5999755859375,820.0499877929688,29999115.0,,,,,,,,,,,,
2023-07-01,777.263427734375,780.0999755859375,792.8499755859375,745.0,765.0,29371217.0,,,,,,,,,,,,
2023-08-01,866.7369384765625,869.9000244140625,872.0,780.25,782.0,34927260.0,,,,,,,,,,,,
2023-09-01,860.1609497070312,863.2999877929688,914.5,851.2999877929688,874.0,22302276.0,,,,,,,,,,,,
2023-10-01,834.4547729492188,837.5,888.0,806.7000122070312,863.2999877929688,20034732.0,,,,,,,,,,,,
2023-11-01,824.9395141601562,827.9500122070312,852.5999755859375,811.1500244140625,837.5,17561821.0,,,,,,,,,,,,
2023-12-01,974.7926025390624,978.3499755859376,992.7999877929688,825.4000244140625,828.1500244140625,47923557.0,,,,,,,,,,,,
2024-01-01,1088.776611328125,1092.75,1101.0,968.0,979.0,42534383.0,,,,,,,,,,,,
2024-02-01,1105.067138671875,1109.0999755859375,1133.5,1013.1500244140624,1091.0,30577718.0,,,,,,,,,,,,
2024-03-01,1099.537353515625,1103.550048828125,1127.0,1023.9500122070312,1116.800048828125,24445931.0,,,,,,,,,,,,
2024-04-01,1469.3875732421875,1474.75,1481.699951171875,1101.199951171875,1103.550048828125,56583435.0,,,,,,,,,,,,
2024-05-01,1354.755859375,1359.699951171875,1502.300048828125,1257.5,1474.75,43425510.0,,,,,,,,,,,,
2024-06-01,1466.8468017578125,1472.199951171875,1560.0,1239.5,1410.0,29592229.0,,,,,,,,,,,,
2024-07-01,1537.5999755859375,1537.5999755859375,1559.8499755859375,1416.5,1472.199951171875,23304939.0,,,,,,,,,,,,
2024-08-01,1743.6500244140625,1743.6500244140625,1818.1500244140625,1418.550048828125,1540.0,54771208.0,,,,,,,,,,,,
2024-09-01,1845.0999755859373,1845.0999755859373,1944.9000244140625,1750.550048828125,1754.800048828125,31170564.0,,,,,,,,,,,,
2024-10-01,1649.5,1649.5,1902.0,1617.699951171875,1845.0,35331366.0,,,,,,,,,,,,
2024-11-01,1658.25,1658.25,1792.949951171875,1618.25,1663.0,56247124.0,,,,,,,,,,,,
2024-12-01,1789.949951171875,1789.949951171875,1832.949951171875,1656.0,1667.0,21832626.0,,,,,,,,,,,,
2025-01-01,1487.050048828125,1487.050048828125,1859.4000244140625,1465.0,1790.0,15099967.0,,,,,,,,,,,,
