Date,Close,High,Low,Open,Volume
2020-01-01,465.369873046875,500.751136881229,427.2818581110101,444.2958022528094,73642765
2020-02-01,488.6673889160156,596.986231572517,444.8758424220148,464.1131877372268,146566039
2020-03-01,400.75604248046875,518.2716973703311,280.18488932982456,497.1256802746087,109933301
2020-04-01,607.0753784179688,663.529474148236,323.4954807066093,402.5505981806383,227848836
2020-05-01,723.281494140625,727.8404528943016,584.9107848008427,607.0752908583067,130553805
2020-06-01,748.550048828125,795.1586015554354,700.3409702019206,721.6809997648601,117041472
2020-07-01,848.3631591796875,854.571191517104,741.5660339555346,749.8110454514431,80091767
2020-08-01,784.6341552734375,938.4763534615286,776.7286201905106,848.4602354819733,101892371
2020-09-01,773.7340698242188,833.3791304358936,716.9547028107579,785.8767890618869,95294941
2020-10-01,750.5657348632812,827.0648609266074,727.7859832440785,778.1053965298318,70998268
2020-11-01,843.7246704101562,867.9615492564716,731.4773884612457,751.8771562669378,83035804
2020-12-01,896.311279296875,917.9091536107102,779.3714897166385,852.4831964508583,62820932
2021-01-01,880.6965942382812,995.9338461998557,856.2774138858933,898.646180445834,71930147
2021-02-01,832.004150390625,953.4191484382544,814.2977829008356,887.2635340568245,60510083
2021-03-01,858.8460083007812,866.3498376885897,776.9861811176074,833.313526497631,41429289
2021-04-01,955.8596801757812,989.1396233137937,844.2769344916144,856.604659007709,56757756
2021-05-01,972.5240478515625,1036.7937728306692,925.7957153742844,954.7390248983197,50721967
2021-06-01,940.6084594726562,992.0631989567111,894.3673878610232,977.4940860544034,51249343
2021-07-01,893.2466430664062,987.1905667986053,854.7043184205831,940.7058658243116,37106094
2021-08-01,708.7696533203125,906.3052229495212,643.4766963981426,896.657433880927,110995607
2021-09-01,707.8521118164062,749.4071604150251,690.5659760121353,711.9539158457559,47808459
2021-10-01,673.2310791015625,734.3185359258274,656.0426393024452,705.0200183537048,41062221
2021-11-01,644.8115234375,696.8163907196612,605.990988705746,675.6237849948172,59917109
2021-12-01,718.7486572265625,724.082883529963,639.4695080866733,649.8932719615611,41225535
2022-01-01,620.9710083007812,726.2360773803975,577.5631961345008,722.4189096820734,44653692
2022-02-01,611.9664916992188,699.8097426068636,588.3295373367648,631.10113774868,47140193
2022-03-01,655.8046264648438,714.0722377641354,573.1117493202871,613.3301176936407,57431465
2022-04-01,617.0576171875,701.0747875278431,613.2810385254072,661.0035265015568,23714050
2022-05-01,520.6807250976562,640.5510951544777,504.2990848092841,614.7524948737189,58225888
2022-06-01,503.3181457519531,544.2722162742671,493.85215100327116,525.9287643208108,43078195
2022-07-01,541.1807250976562,558.4450948584682,501.1115854880492,506.80041395114154,22533025
2022-08-01,539.5978393554688,597.5744048065352,526.6371661985252,541.6754745555927,32627433
2022-09-01,505.16796875,550.8269942020786,489.04135879681206,539.5977657579494,27279958
2022-10-01,532.4248657226562,546.8695181211403,500.2705897786123,505.1184546378921,20378442
2022-11-01,462.3780822753906,563.3918929224642,450.2584044452828,534.2551859802633,56189253
2022-12-01,433.6371154785156,467.7700858199964,429.7786118263227,464.55466107768297,27509414
2023-01-01,403.807861328125,450.8025292196321,402.7195577173177,435.22008670823766,27008954
2023-02-01,457.8269958496094,477.3668838410298,392.97436702360517,405.63818108771443,42889736
2023-03-01,515.8126220703125,518.5007140250661,442.7864784327123,457.86958679853893,42988586
2023-04-01,614.2760620117188,620.4984694470077,514.1699833459307,516.7087134263891,35438408
2023-05-01,655.6923828125,660.023214854923,578.6838925566205,614.2760631525762,42284669
2023-06-01,724.1387939453125,738.5747778109178,643.297332910476,652.6060292347793,35307894
2023-07-01,818.619873046875,842.7628124465548,705.7204950117855,724.8855087620468,41966843
2023-08-01,826.335693359375,883.7809699785817,802.0932187098696,823.647601239886,42745767
2023-09-01,910.313232421875,925.8941638947687,812.1983307558422,826.3356516480194,41703376
2023-10-01,845.7495727539062,920.3686908257093,841.2694396433793,910.3132444959991,34938950
2023-11-01,1036.9517822265625,1053.3291096573546,830.9651862869127,846.2473943371941,51080475
2023-12-01,1082.4378662109375,1098.3149773728007,994.8642369857972,1047.4883041100309,40354525
2024-01-01,1148.7421875,1175.4036614781016,1059.8704450471316,1083.486387504779,49122362
2024-02-01,1026.618408203125,1153.3855370894835,957.1187312808596,1153.3355603853865,81504225
2024-03-01,1088.75,1114.0,984.2999877929688,1020.5999755859375,35583779
2024-04-01,1153.5,1175.800048828125,1069.300048828125,1113.0,34570688
2024-05-01,1185.699951171875,1245.699951171875,1097.0999755859375,1153.5,34361027
2024-06-01,1207.5999755859375,1292.0999755859375,1109.449951171875,1229.0,30928582
2024-07-01,1434.1500244140625,1440.699951171875,1203.0,1214.050048828125,30396945
2024-08-01,1569.4000244140625,1580.5999755859375,1395.0,1434.0999755859375,34754125
2024-09-01,1460.699951171875,1592.0,1444.0,1580.800048828125,25950054
2024-10-01,1396.5,1520.050048828125,1385.050048828125,1455.0,18797632
2024-11-01,1262.5999755859375,1417.300048828125,1215.5999755859375,1407.449951171875,22014385
2024-12-01,1334.5,1340.8499755859375,1173.0999755859375,1263.0,24109179
2025-01-01,1171.9000244140625,1356.199951171875,1133.050048828125,1334.8499755859375,21957731
2025-02-01,1147.699951171875,1219.9000244140625,1100.0999755859375,1135.0,5896740
